Date;Time;Open;High;Low;Close;Volume
20210621;000000;308.4500000;310.4000000;306.5600000;310.4000000;36086020
20210622;000000;310.7900000;311.1700000;308.1300000;309.7300000;23511320
20210623;000000;310.4000000;312.0000000;308.6900000;309.7900000;24810790
20210624;000000;309.8200000;311.2000000;308.8400000;310.0000000;19708450
20210625;000000;310.4100000;312.5000000;309.8200000;311.8100000;22588790
20210628;000000;311.7600000;312.0600000;309.1300000;309.4800000;19409430
20210629;000000;308.7000000;309.2300000;303.6600000;306.1000000;33868700
20210630;000000;306.3500000;306.9100000;303.3400000;306.4500000;31492940
20210701;000000;306.1900000;307.3500000;305.0000000;305.7800000;19958090
20210702;000000;305.5900000;308.3700000;304.7100000;307.3900000;28893920
20210705;000000;307.8100000;308.1100000;304.8000000;307.0000000;16481560
20210706;000000;307.3200000;307.5900000;302.3700000;303.3400000;32667720
20210707;000000;303.5600000;306.2000000;302.8500000;304.0600000;22612920
20210708;000000;302.9900000;304.3000000;300.6200000;302.6300000;30696840
20210709;000000;302.7100000;304.1000000;301.2200000;303.5600000;20523480
20210712;000000;303.5600000;306.2700000;301.5200000;306.2300000;25280830
20210713;000000;306.8500000;307.2200000;302.1100000;303.0000000;21233230
20210714;000000;302.7000000;303.6900000;300.7400000;301.5000000;23920780
20210715;000000;301.1900000;303.5000000;299.7700000;301.7200000;21082200
20210716;000000;301.9200000;304.7800000;298.5700000;298.8500000;34532240
20210719;000000;298.0000000;298.3600000;290.0300000;291.4600000;41244150
20210720;000000;292.3400000;296.8000000;292.3000000;296.1000000;35564960
20210721;000000;296.0100000;296.9400000;293.5400000;294.8600000;17526680
20210722;000000;295.7700000;298.1700000;294.4300000;297.2700000;20319290
20210723;000000;297.5000000;298.6900000;295.0400000;296.3800000;14959920
20210726;000000;293.9900000;303.6800000;291.9800000;303.3400000;33887060
20210727;000000;302.6600000;304.5900000;299.3800000;299.7100000;38559430
20210728;000000;300.4800000;302.9800000;300.0000000;302.9000000;26896580
20210729;000000;304.1400000;305.2700000;303.0300000;303.1200000;27950010
20210730;000000;302.4200000;306.6700000;301.1200000;305.5900000;49522680
20210802;000000;306.3100000;308.6300000;306.0600000;306.5100000;31506510
20210803;000000;306.3100000;309.8900000;306.2500000;309.8900000;33788860
20210804;000000;310.2600000;312.0000000;309.2500000;311.1000000;30666580
20210805;000000;311.0200000;315.9100000;310.8200000;315.8200000;37290300
20210806;000000;316.1000000;320.0000000;315.3100000;319.1500000;54096400
20210809;000000;318.5600000;328.3000000;317.6200000;326.9100000;71958140
20210810;000000;328.0500000;331.2900000;326.9700000;330.1100000;41507840
20210811;000000;330.7000000;330.9800000;326.2100000;329.9000000;34418000
20210812;000000;330.0000000;330.6400000;327.3000000;328.5700000;20985080
20210813;000000;328.6000000;330.2700000;327.3100000;328.6800000;18758270
20210816;000000;327.5600000;330.5200000;327.1300000;329.3600000;23916510
20210817;000000;329.0000000;335.7000000;328.5500000;334.5000000;42463620
20210818;000000;336.0500000;338.9900000;333.2600000;334.9000000;36270350
20210819;000000;333.5000000;334.0000000;329.1000000;332.6900000;45936410
20210820;000000;332.2000000;333.2700000;325.1700000;325.6700000;36352850
20210823;000000;327.8500000;329.8100000;326.5500000;329.2200000;20539290
20210824;000000;330.3700000;331.2200000;323.3200000;324.8300000;35650540
20210825;000000;324.2900000;325.3200000;321.2600000;324.5700000;28071640
20210826;000000;324.0300000;325.5500000;320.5800000;322.5400000;27463480
20210827;000000;323.7400000;327.5000000;321.8000000;327.4100000;27792410
20210830;000000;328.4200000;329.3800000;326.5100000;328.2800000;20356090
20210831;000000;328.5400000;330.4800000;327.3000000;327.9400000;32440160
20210901;000000;328.8700000;334.6400000;328.0300000;334.5700000;30671130
20210902;000000;334.6700000;334.9100000;328.7700000;329.0000000;31562590
20210903;000000;329.4700000;330.5300000;326.6200000;329.7100000;29597400
20210906;000000;330.0000000;331.4500000;328.5000000;329.3700000;17467620
20210907;000000;329.8200000;330.7300000;324.6400000;325.9600000;24443360
20210908;000000;325.9600000;332.7400000;322.8400000;331.7000000;47818530
20210909;000000;330.4000000;330.4000000;325.6900000;326.0100000;29884250
20210910;000000;328.0100000;328.4300000;325.2100000;326.2500000;17390450
20210913;000000;327.0200000;328.1400000;324.0100000;327.4100000;24349520
20210914;000000;327.4500000;328.8400000;325.4800000;326.4800000;22491700
20210915;000000;326.4600000;334.6000000;326.4600000;333.5100000;43810600
20210916;000000;333.0400000;334.5000000;324.9100000;326.9900000;62479270
20210917;000000;326.9000000;331.7300000;325.7000000;329.5600000;54120880
20210920;000000;327.0100000;328.8500000;325.0000000;326.9200000;31671550
20210921;000000;328.4400000;329.4800000;322.3900000;323.2500000;47704160
20210922;000000;325.2800000;328.9000000;322.5000000;327.8000000;38085450
20210923;000000;328.9400000;329.4000000;325.1300000;327.0200000;27033650
20210924;000000;326.0800000;326.2300000;323.6200000;325.4400000;24552590
20210927;000000;326.3200000;332.4600000;326.0900000;331.6800000;34346920
20210928;000000;332.0600000;334.4800000;328.3200000;329.3000000;52511780
20210929;000000;329.0900000;330.4500000;327.1500000;328.4300000;27597990
20210930;000000;329.9800000;342.2000000;329.4500000;340.9900000;83549930
20211001;000000;339.2100000;339.9400000;336.0800000;338.4800000;37617680
20211004;000000;337.8100000;349.3100000;336.2200000;345.8500000;59987320
20211005;000000;346.7900000;365.0000000;344.9000000;363.2000000;86810410
20211006;000000;366.0000000;375.4800000;359.3500000;364.2800000;95588390
20211007;000000;367.6900000;374.0000000;365.8800000;368.9300000;49466740
20211008;000000;369.5000000;374.5500000;368.0000000;373.0100000;31010000
20211011;000000;375.0500000;388.1100000;375.0000000;387.6000000;66555950
20211012;000000;385.9000000;386.8600000;376.7200000;377.7900000;51365340
20211013;000000;378.7000000;380.9100000;370.8100000;378.8000000;54668150
20211014;000000;382.0200000;383.1300000;374.5700000;376.0900000;36290870
20211015;000000;377.5000000;378.4100000;370.4300000;371.8200000;37276570
20211018;000000;369.3500000;369.9100000;363.7500000;364.6000000;38112280
20211019;000000;365.6800000;373.4000000;361.5000000;373.1800000;40008020
20211020;000000;371.8300000;371.9700000;367.1000000;370.1600000;27515020
20211021;000000;368.2000000;371.1400000;363.2000000;364.6000000;24461840
20211022;000000;364.0600000;370.3900000;362.3700000;364.3700000;26322460
20211025;000000;366.1900000;371.7000000;361.6800000;369.9900000;35623260
20211026;000000;369.8900000;374.6300000;365.6600000;372.1600000;41746810
20211027;000000;371.0000000;374.0000000;366.5100000;371.3600000;36305740
20211028;000000;370.5000000;374.9200000;362.3200000;365.3600000;53785930
20211029;000000;364.3300000;364.3300000;352.6800000;356.1400000;53476690
20211101;000000;356.1400000;371.4700000;356.1400000;370.9600000;55120560
20211102;000000;370.9800000;374.0000000;367.2000000;370.7000000;37697650
20211103;000000;370.0000000;370.5000000;365.0300000;370.1300000;30833580
20211105;000000;366.9800000;367.5600000;358.5000000;360.2100000;39012570
20211108;000000;362.5900000;363.9700000;355.6000000;358.3900000;39658600
20211109;000000;358.4100000;364.5800000;355.6000000;357.4400000;41687090
20211110;000000;356.6800000;358.8000000;348.0000000;348.6500000;46528570
20211111;000000;350.1400000;357.8900000;347.2200000;356.2400000;42860130
20211112;000000;356.2400000;356.3700000;339.6800000;347.5900000;100664120
20211115;000000;348.6700000;352.8000000;342.7600000;344.3900000;59812240
20211116;000000;345.9100000;346.4700000;336.0100000;337.9100000;61959550
20211117;000000;338.0000000;343.5700000;336.6000000;339.8900000;49464380
20211118;000000;338.9000000;343.1200000;333.5000000;336.9300000;47108510
20211119;000000;339.3700000;339.9900000;325.7000000;327.5600000;66943180
20211122;000000;326.0300000;326.3900000;306.6700000;309.1500000;144324090
20211123;000000;306.2800000;327.0100000;300.1000000;326.8400000;144820750
20211124;000000;328.0000000;329.9700000;317.3500000;321.2200000;77871110
20211125;000000;322.3700000;322.9600000;316.1100000;317.2900000;44048010
20211126;000000;307.1300000;312.0000000;303.2200000;304.4200000;90384610
20211129;000000;311.1400000;322.1500000;309.4200000;316.5700000;82133140
20211130;000000;311.0000000;318.5800000;310.0900000;315.0000000;98128940
20211201;000000;321.3500000;329.4400000;319.5100000;324.4000000;69783520
20211202;000000;325.2100000;329.0000000;320.5400000;326.8000000;61404320
20211203;000000;327.6000000;328.9500000;318.4000000;320.6600000;43075790
20211206;000000;322.0000000;324.1600000;304.1800000;307.5000000;99674420
20211207;000000;307.5000000;313.0300000;300.5000000;309.7900000;154149090
20211208;000000;310.9700000;316.8800000;291.5700000;296.9500000;241030570
20211209;000000;297.4900000;304.9400000;292.5000000;300.4000000;133927110
20211210;000000;300.4100000;304.2800000;294.4300000;297.4400000;82043690
20211213;000000;298.2800000;300.9900000;280.0800000;280.6400000;146306320
20211214;000000;280.2100000;286.0900000;261.5000000;284.9000000;176473700
20211215;000000;285.0000000;287.7900000;279.4400000;286.6500000;87516430
20211216;000000;287.7500000;298.7000000;286.2000000;295.8900000;134776020
20211217;000000;295.0000000;296.7300000;291.6100000;294.9000000;109764650
20211220;000000;293.1100000;293.1100000;285.6300000;288.4000000;79622500
20211221;000000;289.8000000;293.4000000;286.7600000;291.7000000;64919700
20211222;000000;291.8300000;297.2300000;289.2300000;294.0000000;63855050
20211223;000000;294.6800000;298.1000000;291.2600000;292.8000000;55531330
20211224;000000;293.0000000;294.1800000;289.0000000;293.8900000;37669750
20211227;000000;294.7900000;296.0000000;293.3700000;295.6800000;35728530
20211228;000000;295.8400000;297.5500000;294.1800000;295.0000000;37853360
20211229;000000;295.0500000;295.5500000;291.3300000;293.5100000;37668260
20211230;000000;293.6100000;294.8900000;291.5200000;293.4900000;42566850
20220103;000000;295.9000000;305.5000000;294.3400000;305.4700000;50156260
20220104;000000;305.5100000;310.1000000;301.6300000;304.2400000;53268220
20220105;000000;303.5600000;304.2600000;287.0000000;287.0100000;70015940
20220106;000000;286.8600000;295.1000000;281.0000000;293.9200000;79329410
20220110;000000;295.5300000;298.8800000;288.6800000;291.6900000;67393720
20220111;000000;292.9300000;293.9400000;288.7100000;291.8800000;58894910
20220112;000000;292.5000000;292.9200000;285.0500000;290.4000000;81815210
20220113;000000;289.6900000;290.3700000;269.9000000;272.5000000;211547650
20220114;000000;272.3900000;277.9800000;249.2000000;261.0000000;406232780
20220117;000000;262.2000000;264.0100000;247.0000000;257.7800000;248613210
20220118;000000;258.8000000;259.3900000;228.0900000;234.7000000;484049150
20220119;000000;232.8900000;249.0000000;221.0300000;244.8600000;360884470
20220120;000000;244.1200000;263.0000000;240.0100000;254.6100000;329059220
20220121;000000;252.9800000;259.0800000;246.0000000;246.9000000;295614320
20220124;000000;246.5100000;249.8800000;226.0000000;236.9700000;325615680
20220125;000000;236.9900000;243.5500000;231.0000000;239.5900000;232503340
20220126;000000;240.0600000;245.1700000;233.3000000;236.9000000;224800440
20220127;000000;234.9900000;260.0000000;233.1000000;254.2900000;301187890
20220128;000000;255.8600000;262.0000000;252.0200000;257.8200000;204153960
20220131;000000;258.8800000;269.6000000;258.8100000;269.4200000;156087540
20220201;000000;269.7100000;273.1000000;260.5600000;264.7000000;170357700
20220202;000000;265.8000000;266.9100000;254.5200000;261.0000000;170198890
20220203;000000;258.4500000;259.8700000;250.0600000;250.7900000;151127560
20220204;000000;251.9900000;259.7400000;251.9100000;256.5300000;126990670
20220207;000000;257.0000000;260.5300000;253.5200000;257.6100000;85547520
20220208;000000;257.6100000;269.9000000;256.5200000;269.8000000;161498400
20220209;000000;270.0100000;279.7100000;270.0000000;279.0900000;193232800
20220210;000000;279.2100000;282.3000000;273.6700000;275.2000000;180119880
20220211;000000;274.8800000;275.8700000;259.6100000;260.8300000;213783420
20220214;000000;256.6900000;259.5000000;245.1000000;256.7000000;357398630
20220215;000000;257.6000000;274.0000000;257.5100000;274.0000000;271473810
20220216;000000;276.8800000;281.0000000;274.1500000;277.7800000;195684110
20220217;000000;277.0000000;277.0000000;259.3600000;260.5800000;262060710
20220218;000000;262.1400000;267.0000000;245.0000000;250.2800000;270538090
20220221;000000;249.1200000;258.3200000;184.3000000;201.0000000;1084339130
